label   text_a
1   重要讲话 强调 信念 坚定 对党 忠诚 实事求是 担当 作为 努力 成为 可堪大用 能担 重任 的 栋梁之才 王沪宁 出席 
1   我 想 唱 给 你 听 这群人 赞 就 对 了 
1   让 这个 国家 从 一穷二白 走向 民族 复兴 
1   我 就是 因为 穿 了 这身 衣服 
0   我 也 想 去 图书馆 过 几天 开学 要 泡 几天 图书馆 
0   睡觉 去 了 晚安 妈 的 从未 经历 过 这么 丢人 的 事 
1   我 捐 的 每 一笔 款 是否 能 到 筹款 的 人 手中 
0   我 也 不 懂 在 这点 事情 上 扣扣 搜 搜 确实 … … 
1   这个 体系 尊重 首创精神 激发 创造 活力 
1   宋燕 近日 重大 现实 题材 电视剧 功勋 
1   绿水青山 本身 蕴含 无穷的 经济 价值 
0   我 一般 都 是 压缩 的 没 在 邮箱 发 过 原文件 
0   平常 也 不聊 这些 呀 今天 是 被 群里 的 知名 串子 给 钓起来 了 
1   而且 需要 和平 稳定 的 国际 环境 
0   我 没 啥 心理 活动 啊 我 就是 有点 迷糊 
1   八方支持 哪里 就 有 义无反顾 的 英雄 身影 
1   又 坚定 民族 自尊心 和 自信心 把 中国 发展 进步 的 命运 始终 牢牢 掌握 在 自己 手中 
1   面对 山西 的 暴雨 灾情 来自 各方 的 捐赠 与 援助 如 雪花 般 飞来 
1   那些 浸润 心灵 的 点滴 之水 必将 汇成 江海 
1   稳定 粮食 面积 大力 扩大 大豆 和 油料 生产 
1   是 新规 出台 后 的 第一个 假期 所以 
0   真 就是 开学 就 考 啊 刚看 时间表 
0   现在 的 QQ 会 好看 一点 但会 占用 更大 的 内存 
0   但 我 还是 不 知道 怎么 写稿 断网 
0   我 要织 毛线 了 你 这人 怎么 不 睡 的 
0   有点 肉 香味 小黑 粒是 牛肉 粒 诚实 地饿 了 
0   黑底白字 的 主要 是 我们 辅导员 加成 之后 
1   瞬间 放心 了 很多 
0   具体 我 也 不 太 懂 大学生 畜生 图鉴 
1   王平 美国 对 第一 的 执念 究竟 有多深 呢 
0   那 我 这 一次 也 告诉 你 常 不平 于志 
0   正在 牵线搭桥 刷 字符 有 一套 的 嘛 
1   大喊大叫 等 乱象 外 近年来 还 出现 了 一些 新 的 
0   关键 离 教学楼 还 贼 远 我花 了 一分钟 下 床 
0   我 不会 做 不负责任 的 事情 吧 把 一个 不相干 的 人 扯进来 
0   就 改成 了 . dat 基本上 所有 的 文件 
0   社会 问题 都 会 走向 极端 和 对立 
1   教育部 网站 截图 2018 年 8 月 
1   茶叶 瓷器 等 商品 也 带回 了 黄瓜 
0   请问 衣服 买大 了 一码 怎么办 说好 的 175 
0   泡面 ＋ 玩 手机 度日 了 陪 我 出去玩 
0   明年 争取 提高 代码 自给率 本地 版 的 也 发 你 
0   然后 随便 搓 了 一顿 我草 我 又 忘 了 
0   糟 了 是 我 加错 id 了 吗 明天 早八 英语 
0   教书 的 大 哥哥 
1   全部 平安 来之不易 
1   共同 构成 了 你中有我 我中有你 谁 也 离不开 谁 的 中华民族 命运 共同体 
1   2021 年 天问 降落 火星 天舟 飞往 苍穹 
1   1965 年 7 月 王杰 在 组织 民兵 训练 时 突遇 炸药包 意外 爆炸 
0   你 可 知道 神经网络 有 27 种 写法 
1   多地 有 震感 
0   不是 说出 地铁站 就 到 吗 他 已经 开始 了 
0   你 妈 食堂 就 不能 整个 川菜馆 子 啥 的 
1   进行 一场 个性 纷呈 魅力十足 的 生命 展演 
0   别 把 自己 骗 了 哥们 真的 不在乎 xy 是 谁 xy 怎么样 
0   上午 的 课 不好 翘 下午 的话 我 想想 
0   需要 的 学习 样本 太多 了 如果 有 一天 AI 绘画 只要 十几张 画 就 可以 开始 学习 
0   瓦尼 塔斯 纸片 人 除了 挠头 不知所措 
1   公共 产品 的 提供者 
1   左边 是 肆虐 的 山火 右边 是 救援 人员 头灯 汇成 的 
0   虽然 我 拍 不清 那轮 月亮 你 的 月亮 像 个 五块 钱 的 灯 
1   2019 年 6 月 17 日 四川 宜宾 突发 6.0 级 地震 
0   哦 你 还 没 睡 呢 good night 
1   1 双十 一 马上 要来 了 花式 催货 技巧 之 
1   一个 水桶 是 一名 基层 环卫工人 的 标配 
0   一题 都 不会 加入 我 一起 背 四级 
0   我 今天 早上 起床 瞄 了 眼 手机 
1   另外 它 也 可以 为 一些 特殊 行业 
0   也 不 咋 大 竟然 没有 一台 空闲 的 跑步机 
0   找 一初 老师 要 一份 导 学案 要 到 了 物理 
1   那 抹 绿 第一 时间 逆行 救援 
0   你 有没有 比较 特别 的 看病 经历 给 我 分享 一下 
0   看 这 凌乱 的 路线 迷路 了 属于 是 
0   夹杂 在 玩 梗 中间 的 观点 本来 就 会 产生 巨大 语意 偏差 
1   才 温暖 我们 照亮 前行 的 路 
0   有 误会 的 个人行为 的 操作失误 的 
0   等等 哈 有点 慢 不 血腥 有点 应景 
0   也 很 难 割舍 不行 我 还是 想 学 一门 外语 
0   主要 是 英语课 今天 的 经历 太 奇幻 
0   我 好像 网络 难民 他们 以知乎 为 根据地 
0   我算 起来 还是 温和派 女拳 我 也 理解 
0   所以 我 的 第二个 想法 在 各项 活动 组织 以及 各项 相关 事务 中 
1   2 有趣 的 灵魂 到 哪里 都 不会 寂寞 
0   59 我 吃 了 时代 少年 团 的 瓜 
0   是 mac os 俺 等 会 看 现在 上课 
0   刚刚 给 舍友 买 生日礼物 余额 不足 尬 死 在 那里 了 
0   七个 小时 高强度 刷 切片 本周 : 高强度 打原 
1   2013 年 6 月 20 日 太空 第一课 
0   因为 发热 会 很 严重 那 我 就 买 四合 一 了 
0   是 蛮 极端 的 哥们 鉴证 是 为了 快乐 的 
1   单独 的 适 老版 App 设计 有 明确规定 
0   放 东西 的 时候 心里 是 这个 要 用 
0   加油 练 到 手上 生茧 就 不痛 了 277 
1   而 很多 医者 无论 身在 哪里 只要 有人 突发状况 需要 就医 
0   建议 不 介绍 直接 开始 情节 科幻 就 那么 几个 设定 
1   后来 情况 渐渐 发生 了 变化 越来越 多 的 年轻人 像 尚勤杰 一样 选择 返乡 创业 
1   是 当代 中国 精神 的 集中体现 凝结 着 全体 人民 共同 的 价值 追求 
1   五个 一百 网络 精品 征集 评选 展播 活动 正式 启动 
0   而是 要 当作 什么 狗屁 致命伤 毙掉 lgbt 的 宣传者 
1   2019 年 则 提高 到 33.4% 
0   你 教 他 那些 他 本来 很差 的 科目 
0   果然 起义 还是 要 有 群众 基础 的 
1   也 拦不住 旱 塬 百姓 追逐 梦想 的 决心 和 信心 
1   对 坚持 和 发展 中国 特色 社会主义 
1   从 多元 走向 一体 从 尊重 差异性 到 增进 共同性 我们 要 明确 这 条 主线 
0   我 的 回答 是 正如 大家 所 见 1 . 会 p 一些 简简单单 没什么 技术含量 的 图 
1   几乎 走遍 了 贵州 所有 的 洼地 甚至 有 一次 遇到 了 山洪 
0   哥们 这 是 忙 得 笑 死 根本 攒 不了 
1   也 是 作为 主办方 的 中国 必须 要 应答 的 一道 
1   也 传递 着 温暖 与 关爱 
0   我 马上 喝水 刚刚 和 表弟 讲 网站 是 怎么 运行 的 
0   睡 马上 睡 这 就 睡睡 睡睡 你 也 刚醒 吗 
0   为什么 你 更 宅宅 混 在 一起 和 我 没关系 
0   就 少 了 一大 块儿 就是 反正 就是 这辈子 可能 也 就 真的 没有 办法 再 去 继续下去 
1   冒险 为 被困 乘客 送 去 物资 因灾 被困 两天 两夜 
0   体育 还要 写 论文 我 怎么 知道 为什么 要 写 这个 
1   清澈 的 爱 只 为 中国 
1   共同 凝聚 在 中华民族 旗帜 下 共同 努力奋斗 
0   所以 理论 上 所有 图片 都 有 独立 的 md5 码 
1   看到 这儿 是不是 觉得 情节 似曾相识 
0   我 准备 上午 去 来 着 反正 十点 左右 好像 也 结束 了 
0   以及 我 自己 天然 的 是 有 生理 层面 上 的 反感 的 
1   滋润 了 苦焦 的 土地 更 引来 美满 
0   特别 是 高 薪酬 工作 都 是 脑力劳动 对 吧 
0   为什么 我 老 觉得 别人 要 泡 我 
0   他们 有 自己 的 小 集体 了 呜呜 
1   他 仍然 看不见 黑板 上课 只能 用 耳 听 
1   4 这是 2020 年 1 月 22 日 
1   拉近 千年 文物 与 年轻 观众 的 心理 距离 
0   记得 来 [ 分享 卡片 ] 六号 晚上 再发 一遍 吧 
1   向上 向善 好 青年 的 故事 深入人心 
0   怎么 退出 放映 啊 耳机 连 电脑 左边 没 声 
0   我 一直 没 出去 明天 就 回老家 了 
1   他 在 0.01 秒 内 精准 控制 焊枪 停留 在 燃料 管道 上 
1   北京 时间 25 日 她 乘坐 中国政府 包机 离开 加拿大 
1   此后 30 多年 时间 他 的 家人 都 不 知道 他 在 做 什么 
1   民族 的 希望 于 嘉兴 南湖 扬帆 起航 
1   五一 前夕 多地 对 各种 消费 乱象 主动出击 
0   就 可以 混饭吃 了 还 不 知道 … … 
1   如 一粒 种子 在 大别山 间 破土 
0   查不到 志愿 时 长 我 他妈的 二十个 小时 
0   拿 流量 跑 的 ( 跑 一次 花 了 我 700 多 mb 流量 ) 
0   好 想 喝 可乐 第一次 吃 这么 昂贵 的 雪糕 
0   我 似乎 没有 注册 学习 通 
0   教 她 初二 的 物理 一个 知识点 讲 了 三四次 她 还是 记不住 
0   我 现在 在 努力 回忆 我 的 银行卡 密码 
1   漫步 太空 每个 人 都 是 生活 的 主角 
1   但 正是 对 体育运动 的 热爱 而 凝聚 在 了 一起 
1   不仅 有着 添砖加瓦 的 寓意 更 含有 
1   收货人 是 门口 那个 流浪 的 老奶奶 
1   进 小区 有 物业 强制 采用 人脸识别 作为 唯一 验证 方式 为了 避免 个人信息 被 采集 
1   今天 我们 关注 的 主角 是 他们 残奥 赛场 上 的 王者 
0   突然 不想 去 了 本省 读 还是 外省 读 呀 
1   初 心 味道 以 榜样 为镜 见贤思齐 
0   为什么 会 有 必有 秧祸 ( ) 我 以为 这是 地理知识 
0   嗷嗷 我 还 以为 是 越南共产党 呢 
0   我 去 问问看 有没有 社会 学院 的 同学 
0   那么 底层 男性 是否 也 需要 自救 呢 
0   事儿 好多 等 下 哈 我 总结 一下 
1   面对 当下 这个 大好机会 还是 要 记牢 
1   这 或许 与 微博 账号 的 拟人化 运营 有关 
1   马若虎 人 的 一生 面临 很多 选择 
1   栾川县 特殊教育 学校 校长 吴 拥军 说 
0   我 在 等 饭 呢 那 你 就 默默 吟唱 
0   哥们 新 找 的 华小科 表情 包真 好 用 
0   离 天下 之大谱 morning 忘带 作业本 真的 是 从小到大 的 传统 艺能 哈 
1   唤起 整个 社会 尊老敬老 践行 孝道 
0   我会 记住 的 
0   不是 黄种人 总让 我 觉得 害怕 黑白 都 是 如此 
0   不过 应该 也 够 活过 这个 月 但是 没 办法 点 外卖 和 网购 了 
1   给予 其 希望 增添 其 勇气 是 他们 平凡 而 伟大 的 日常 
1   五一 小 长假 人们 期待已久 
0   早上 九点 才 起来 就 还好 中午 没 时间 睡 就 没 睡 
1   还有 首歌 的 歌词 是 听 我 说 谢谢 你 
1   只要 有人 起 个头 就 变成 了 合唱 
0   确实 有些 东西 就 很 值得 吐槽 其他人 都 是 吐 槽 一下 
0   我 的 措辞 太脏 了 所以 极端 吧 
1   财政政策 和 货币政策 要 协调 联动 
0   你 就 可以 两天 不 洗衣服 了 款 都 退回来 了 
1   试想 正常人 谁 会 把 灾难 现场 当 
1   每个 人 都 坚守 奉献 为 美 服务 人民 
1   让 网民 认清 无良 网红 的 真面目 
0   无所谓 我会 熬夜 今天 打毛线 我 在 看龙族 最新 的 几章 
1   近代 以来 中国 发生 的 深刻 社会变革 由此 拉开 了 序幕 
0   会 不会 找个 棺材 来 就 睡着 了 
0   等 你 回来 一起 吃 就是说 回来 之后 一起 吃点 啥 嘛 
1   只想 呵呵 两声 董璐 多元 一体 孕育 中华民族 
0   不 知道 不 记得 了 建议 可以 从 自己 的 生活 入手 
1   我们 要 把 累累硕果 转化 为 真 金白银 
0   那俩 老师 都 没 怎么 提 oooo 来 着 
1   不少 本地 网友 纷纷 留言 点赞 并 
0   可能 是 往里面 倒水 的 时候 看 的 
1   3 花 在 毒品 上 的 每 一分钱 都 会 做成 打 在 缉毒 警察 身上 的 子弹 
0   嗯 说明 我 p 得 很 好 很 真实 
0   不是 特别 重视 nfc 睡出 一身 汗 了 
1   充分体现 了 党和国家 对 三农 工作 的 高度重视 和 对 广大 农民 的 深切关怀 
0   武汉 人 法制史 老师 比如 让 人工智能 去 写 论文 
0   华卷 大学 太过 可怕 我读 不了 它 的 计算机 
0   打字 又 慢 又 词不达意 群 u 对 彩礼 ptsd 了 
0   不会 有人 大学 谈恋爱 吧 我 真的 能 传续 王家 香火 
0   我 看到 大 动画 就 感觉 这人 是 在 炫 没有 技术含量 的 技 
1   提高 社会 文明 程度 的 必然 要求 
0   喝 了 一年 半 没 喝完 我 喝咖啡 还 挺快 的 
1   中华文化 扎实 之根脉 醇厚 之 积淀 
0   这 芥末 它 不行 一般般 辣是 吧 真 男人 要 干 真 东西 
1   歌唱 我们 亲爱 的 祖国 建设 我们 伟大 的 祖国 
0   还 我 帅哥 . JPG 立 本 人民 天天 生活 在 水深火热 里 
0   因为 流浪 地球 那个 活动 的 事 口 嗨 了 几句 
1   2035 年 ) 提出 要 让 长大 要 当 科学家 
1   与 网络 主播们 连麦 宣传 国家 反诈 中心 App 
0   他 还 问 那种 你 是 软萌 妹子 嘛 
1   找到 正确 道路 是 我们 党 在 长期 奋斗 中 形成 的 重要 工作 方法 和 显著 政治 优势 
0   但 话说回来 好像 不 早起 也 能 考试 
0   即答 : 上级 转移 支付 地方 债 我 有点 搞 不 明白 福利制度 
0   我 见到 的 公屏 第一张 图 我爱聊 xp 就是 给 你 信号 啦 
1   面对 这些 无 底线 作 妖 的 流量 网红 
0   ( bushi ) 我 不是 骑墙派 也 没 删 好友 
0   某个 分系统 出 问题 不会 影响 总体 服务 
0   完 了 我 在 虚假 的 武汉 请 看 小 亮点 🤲 
1   7 年前 世界 互联网 大会 在 乌镇 永久 落户 
0   很 普遍 的 … 虽然 遗传 因素 的 不 一定 常见 
1   沂蒙 乡亲 就 掩护 了 9.4 万余名 革命军人 和 抗日 志士 
1   海外 利益 等 诸多 领域 而且 随着 社会 发展 不断 拓展 
0   还好 她 没 答应 你 
0   哈哈哈 哈哈哈 哈哈哈 我弟 八点 五十 
1   志愿者 微笑 着 引路 搬运 行李 
1   放映机 从 8.75 毫米 16 毫米 
0   为什么 你 说 得 似乎 获取 作品 本来 就 不 需要 付出代价 一样 
0   我想 写个 程序 但是 就是 不能 集中 注意力 
1   载人 航天 精神 星辰 大海 永不 止步 
0   估计 我 还要 考研 直接 拉到 6 年 
1   药 交给 我们 请 放心 
1   她 叫 霍 九九 抗癌 一年多来 经常 用 视频 记录 生活 
1   培养 尊重 文物古迹 即 是 尊重 文明 与 历史 的 意识 
1   100 年间 为了 中国 革命 和 建设 事业 献出 宝贵 生命 的 烈士 约 有 2000 万 
0   反正 我 不 去 如果 去 的 晚 也 不 挤 
0   650W … … 淘宝 搜 吹风机 点 的 第一个 
0   不由自主 地 思考 我 也 在 想 以前 的 事情 
1   这 也 说明 反诈 有 成效 骗子 们 害怕 了 
0   所以 说 你 现在 只学到 了 显示 文字 
0   现在 不太 好意思 问 不过 37 岁 老 二次元 还是 蛮 罕见 的 
0   你 打工 都 是 啥 渠道 找 的 渠道 都 是 亲戚朋友 啥 的 
1   外国人 能 搞 的 
1   剩下 15 分钟 只能 躺 着 听 
0   只 吃 了 一袋 我们 食堂 每天 贼 挤 
1   在 高端 技术 空白 地带 白手起家 攻克 了 无数 艰难险阻 
1   斗志昂扬 地 踏上 大学 旅程 努力 用心 书写 自己 的 青春 答卷 
0   我 的 稿子 没有 主旨 想到 哪写 到 哪 
1   坚定信心 真抓实干 不断 释放 优势 和 潜力 
0   图 一点 低质 快捷 的 快乐 和 鉴证 一样 
0   我发 完 就 睡觉 了 只是 平等 地 攻击 每个 孙 吧 人 
0   对不起 我 没有 蜜雪 冰城 自由 洗澡 去 了 洗澡 去 了 
1   透过 这 窗口 我们 看到 了 越来越 多 的 中国 足迹 
0   啊啊啊 啊啊啊 啊啊啊 那个 机器 狗子 
0   大家 追求 的 目标 是 同工同酬 把 薪资 问题 用 智商 来 解答 倒 是 我头 一次 见 
0   我 之前 只是 爱屋及乌 地 讨厌 这个 团 
0   我 快 到 世纪 广场 了 在 哪 见面 啊 
1   这笔 钱 如果 能 帮助 到 孩子 们 
1   会徽 中 的 文字 火炬 上 的 祥云 等 
1   曾经 她 是 希望工程 受益者 
1   都 能 深深 感受 自不必说 身在其中 所 历经 的 艰辛 
0   中国 鼓 也 比较 冷门 了 我 晚上 都 没课 的 
0   就 我 一个 技术 独苗 怎么 感觉 你 开学 之后 精神状态 很 不 正常 啊 
1   这 背后 是因为 曾 从 他人 赠送 的 热汤面 感受 到 温暖 
1   听到 身后 不时 有人 无助 地喊 有没有 医生 
0   突然 觉得 有点像 饭圈 在 其中 或者 在 其 边缘 的 人 
1   发展 全过程 人民 民主 要 更好 地 满足 人民 日益增长 的 美好生活 需要 
0   ( 对不起 计算机 学多 了 ) 我们 有 智慧 法庭 
