label   text_a
1   也 是 文化 传播 的 重要 载体 通过 电影 来 传递 价值观 可以 说 是 
1   为 救 落水 儿童 牺牲 的 拉齐 尼 儿子 拉迪尔 
1   当 市民 对 垃圾 分类 感到 困惑 时 
0   我 已经 到 了 还 在 小区 里 我 再 往前 骑 一段路 吧 
0   感觉 交叉 不 大 主要 在 理工科 这个 圈子 
1   作为 我国 载人 航天 工程 立项 实施 以来 的 第 19 次 飞行 任务 
0   提前 谢谢 你 有 垃圾 就 倒 没关系 的 277 
0   不 知道 该 怎么 组织 语言 但 我 相信 
0   哦 还 没有 七百 一篇 作文 已经 初具 雏形 了 
0   现在 眼睛 巨他 妈痛 你 在 哪 干什么 呀 
0   那 还是 不必 说实话 我 没 啥 预算 
1   这是 中国 外交 的 重大胜利 
0   笑 死 我 这 几天 一直 在 看 网文 
1   你 以为 这 就是 优秀 的 全部 吗 
0   大腿 现在 还是 麻 的 我 果然 不是 运动型 
1   当 一穷二白 成为 遥远 的 过去 当 
0   我 也 不 知道 怎么 跟 异性 开展 话题 
0   那个 长句 是 记错 了 给 自己 找补 的 
0   说 要 成绩 至少 在 前 25% 我 没有 排名 就 非常 自信 地报 了 
0   他 不会 把 我 当 姐妹 了 吧 虽然 我 一直 管 他 叫 姐姐 
0   每次 都 嫌贵 了 我 什么 时候 才能 实现 鱿鱼 串 自由 
1   自信 面对 人生 
1   7 年间 仍 有 无数 网友 前来 留言 
0   和 男朋友 讨论 女权 之后 非常 想 分手 
0   然后 肾结石 复发 了 润 回来 塞 止疼药 了 
0   但是 估计 还 不能 出去玩 什么 怪 东西 
0   今年 也 没收 到 亲戚 的 红包 真的 经济危机 了 
0   打 完 之后 又 在 滴滴 上 打滚 然后 又 在 急诊 病床 上面 痛 了 一个多 小时 
1   那 一幕 仍然 震撼人心 
1   要 把 中国共产党 建设 成 一个 更加 伟大 
0   看 ppt 看 ppt 20 分钟 后 
0   这辈子 一定 去 一次 长沙 有 一 说 一 
0   我 明天 去 医院 看 我 奶奶 等 我 闲下来 
0   有 段时间 要 翻 的 上 学期 还好 的 
0   懂 了 没 了 因为 我 也 不 出门 
0   我连要 考 啥 都 不 知道 本人 考马原 也 是 如此 
0   快乐 二连 看书 ✔ 白鹿原 学 点 知识 ✔ 
1   在 他 的 追悼会 上 毛泽东 发表 了 
0   熬不住 了 你 明天 要 去 百京 了 吧 
0   这个 圈子 够 大 了 工科 人 基本 都 得 会 一手 计算机 
0   我们 同样 被 资本 攫取 着 剩余价值 
1   他 在 医院 里 一边 用心 照顾 生病 的 母亲 
0   感觉 这个 词 曾经 出现 在 以前 的 封面 上 
0   作息 规律 的 宿舍 群友 今天 去 团建 
0   快去 ems 查 通知书 到 哪里 了 
1   近日 商务部 等 13 部门 发布 
0   你 还 得 费心 骂 我 balabala 
1   这么 多年 过去 了 
0   武大 校园 有 这么 多猫 吗 那 我 下岗 了 就 去 武大 扫 大街 
0   我 迷乱 于 自己 的 伪装 竟 也 敢 颐指气使 地 自命不凡 
1   成就 了 一段 波澜壮阔 的 东方 传奇 
1   无数 逆 行者 的 身影 深深 印在 了 人们 的 脑海中 
0   我本 以为 我 上课 不用 跑 东 跑 西 
1   但是 没有 给 牺牲 的 缉毒 警察 立碑 
1   制定 规章制度 把握 舆论 风向 主导 商业 公司 
1   走 在 这条 城市 森林 步道 上 就 像 行走 于林 梢 上 
0   中国移动 我 是 信息 难民 初一 初二 没 放假 
1   坚持真理 坚守 理想 讲 的 是 中国共产党 的 政党 属性 
0   还好 吧 所以 我 也 不 支持 一些 对方 方 的 批判 
0   [ emoji : 324 ] [ emoji : 324 ] 
0   搞完 了 声嘶力竭 我 本质 上 还是 比较 温柔 的 
0   doge 你 买 的 啥 电脑 联想 yoga14S 
0   仅仅 读 了 一本 三体 一篇 北京 折叠 
0   可找 不到 人 双十 一 之后 你 还 能 吃得起 烧烤 
1   弄 明白 未来 我们 怎样才能 继续 成功 
0   这个 不顺 解决 了 吗 
0   所以 我 一般 也 不会 过度 参与 一般 就是 发个 
0   我们 的 blackboard 上面 狗屁 都 没有 desu 
1   载人 航天 精神 星辰 大海 永不 止步 
0   或者 应该 是 离家 太远 了 没有 吃 月饼 的 仪式 感 了 
1   在 这些 老师 的 课堂 上 是 不 存在 的 
0   可恶 被 开盒 了 要是 我 在 其他 群里 的 聊天记录 曝 出去 
0   上午 还是 中午 发 的 上午 就 爆 出来 了 
0   本质 上 就是 一个 特殊化 的 浏览器 
1   这些 美好 的 瞬间 这些 打动 人心 的 
1   可能 比 家长 想 的 更 复杂 
1   苏炳添 创造 历史 成为 首位 冲 进 奥运会 百米 决赛 的 中国 人 
1   有人 说 不敢 看 太 残酷 了 怕 自己 哭 
1   环环相扣 生生不息 的 承恩 报恩 交融 升华 
0   还有 一个 鼠标 虽然 很 劣质 767676 
1   优越性 充分 展现 
0   那 具体 要 怎么办 我 没 看 出来 
0   你 理解 的 电子产品 朴实无华 且 实用 的 键盘 鼠标 拓展 坞 硬盘 大屏幕 等 
1   一年一度 的 中国 农民 丰收 节 再次 如期而至 
1   中华文化 的 一个 符号 给 林州 人 鼓足 了 改变 家乡 
1   强大 内心 去 遇见 那个 更加 闪闪发光 的 自己 
0   带 兄弟 吃点 便宜 东西 我 也 不 知道 有 啥 便宜 的 
1   像 一座座 灯塔 激励 着 更 多 人 向上 向善 
1   13 时 50 分 到达 莆田市 仙游县 白血病 患儿 家属 手中 这场 跨越 百里 的 警民 爱心 接力 背后 
0   企业 也 由于 这种 惯性 倾向 于 招收 男性 
0   不过 我刚 知道 华师 是 1.2 w + 
0   毕竟 工科学生 中 的 编程 水平 计院 学生 最低 了 
0   还有 两分钟 上课 学院 真富 啊 3k 的 板子 
0   □ □ □ □ □ □ □ □ □ □ □ □ □ 「 □ □ 」 □ □ □ 
1   信仰 的 力量 有 多 强大 
0   可怜 的 二次元 之前 一年 1 块钱 
1   提出 了 要求 
0   其他 不 记得 了 
0   不许 切割 了 习惯性 称谓 罢了 我们 原神 真的 是 太棒了 
0   然后 挨骂 了 被 谁 喷 了 👀 你 有没有 看到 我 空间 说 说 
1   正义 的 力量 
0   277277 测试 员进 了 酒馆 点 了 一瓶 啤酒 
1   那些 隐秘 的 精神 角落 得以 被 照亮 
0   为什么 要 选择 武大 
1   积极主动 配合 公安机关 开展 取证 调查 
1   是 谁 能 被 无数 素不相识 的 网友 记 了 那么 多年 
1   但 根本 上 都 是 出于 对 教育 对 学生 的 热爱 
1   既 源于 真理 的 力量 也 源于 人格 的 力量 
0   我 都 不好意思 在 群里 说 那个 方法 我 和 老师 试 了 一 下午 都 没 成功 
0   到 现在 差不多 也 该 尘埃落定 了 
1   今年 2 月 25 日 全国 脱贫 攻坚 总结 表彰大会 上 的 庄严宣告 
0   我 可能 会选 裙子 👉 👈 但是 如果 你 为了 送 我 生日礼物 砸锅卖铁 吃不上 饭 
0   听到 东方 的 曲子 看到 东方 相关 的 内容 
0   通知 学校 隔离 学生 ) ( 我 舍友 就是 这样 被 隔离 的 ) 
1   彰显 体育 与 生态 同 生 共舞 的 时代 印记 
0   给 他 一点 小小的 ai 震撼 要是 这种 事情 发生 在 我们 院 
1   稳 就是 要 为 高质量 发展 巩固 基本 盘 
0   但是 我会 想 办法 忘记 我爸 催 我 睡觉 … 没 办法 了 
0   一个 很 重要 的 原因 是 他 真的 给 我们 画 了 很多 饼 
1   3 纪念 孔子 的 背后 是 对 中国 传统 文化 的 认可 和 传承 
1   内生 动力 持续 迸发 的 活力 中国 
0   英语 压根 就 不 愿意 写 264 我该 怎么办 264264 
0   这种 场景 是 我 需要 ai 的 受害者 变成 了 普通 画师 
1   必须 永葆对 人民 的 赤子之心 永远 保持 党同 人民 群众 的 血肉 联系 
1   4 月 52 岁 的 陈旻 成为 国内 登顶 珠穆朗玛峰 年龄 最大 女性 
0   听说 小米 手环 对 苹果 的 适配 比 对 小米 的 适配 还好 
0   One IQ4 XF 系统 和 哈苏 的 X1d 
0   想不通 就别 想 200 吵起来 了 哈哈哈 哈哈哈 
0   但是 找遍 周围 都 没有 纯素 的 东西 
1   义勇军 进行曲 手稿 但 那 一声声 起来 
0   没想到 好 的 词 你 要说 不少 还 真是 就是 因为 心里 有 隐约 的 想法 
0   我 刚刚 听 WAP 我 弟弟 凑 过来 问 我 听 的 是 什么 歌 
1   人们 都 说 西藏 美 但 常人 无法 想象 到 
0   我 没 给 tx 交钱 啊 哈哈哈 哈哈哈 哈哈哈 
0   人 都 烧 得 意识 模糊 了 不过 能 短暂 地 退下来 应该 也 
0   看到 590 差点 从 旁边 窗户 跳下去 
0   我 之前 挂 vpn 用油 管 慢 的 要死 
1   报考 师范 专业 的 比例 平均 是 18.3% 
0   还是 随便 看看 别 翻译 了 明天 就要 上课 了 
1   1975 年 夏伯渝 第一次 攀登 珠峰 时 
0   为什么 成绩 至上 带动 内 卷 我 很快 就 可以 写满 五百 字 了 
0   脱落 还会 增加 心血管 疾病 和 癌症 的 风险 
1   伟大 抗疫 精神 是 这 一 精神 谱系 中 最新 的 结晶 
1   银发 经济 如何 完善 居家 养老 如何 完善 老年人 健康 支撑体系 
1   外卖 小哥 就 会 送饭 上门 
0   我 买 了 游戏 285 + 169 + 95 
1   在 他 的 影响 下 一批 又 一批 青年 演员 不断 成长 进步 
1   千百年 后 在 丝路 精神 的 指引 下 
1   必须 强化 使命 担当 提高 我军 捍卫 国家主权 
1   在 张家界 采风 时 祖国 山河 壮美 的 画卷 激发 了 他 的 创作 灵感 
0   无论 拍 raw 拍 jpg 直出 这 两者 就是 天与地 的 差别 
1   无论 身处 哪个 行业 哪个 岗位 肯 下 滴水石穿 
0   天天 自习 摸鱼 三点 看 完 四点 半 睡觉 是 吧 
0   某个 工具 搞 着 搞 着 消失 了 真真切切 睡觉 了 
0   依旧 在 用 百词 斩 上午 上 完课 
0   是 我 没 看 懂吗 你 没 去 找 xy 
0   那 也 没 办法 我 持续 认为 这种 贱 和 烂 是 压过 他们 的 人性 的 
1   一名 干部 有 了 坚定 的 理想信念 
1   至此 经过 60 多年 的 接续 奋斗 
0   虽然 人 基本 都 认识 但 已经 开始 尴尬 了 
0   如果 用 中文 讲 肯定 能 讲 更 多 
0   但 我 这样 恐怕 会 让 我 越来越 依赖 你 
1   今日 主角 这 就 不是 钱 的 事儿 
1   那些 经典台词 你 能 背出 几句 
0   这 不会 是 什么 钓鱼 的 行为艺术 吧 
1   萌萌 哒 做 了 很多 让 我们 觉得 很行 
0   看到 数学 符号 不会 觉得 头晕 吗 
1   我们 学会 了 在 缅怀 中 向前 看 
1   超能力 总能 轻而易举 地 给 人 带来 快乐 
1   自己 却 以身殉职 壮烈牺牲 
1   坚持 开拓创新 就要 顺应时代 潮流 回应 人民 期盼 
0   可能 是 饿 得 这件 春装 退 了 又 得 挑 一件 春装 
0   你 可以 把 它 当 一个 宣泄 恶 和 偏见 的 互联网 匿名 社区 ( 
0   白 噪音 没有 任何 用 不 应该 稍微 困 一下 吗 
0   家里 橘子 橙子 挺 多 一半 都 是 我 吃 的 ( 
0   背 睡着 了 常规 操作 黎明 即起 开始 四级 277 
1   今天 我们 关注 的 主角 是 他们 爱心 捐赠者 
0   某个 以 男性 为 主导 的 社区 对 女拳 的 看法 ↑ 
0   是 这样 的 hb 要 我 陪 她 刷 夜来 着 
1   恐吓 威胁 霸凌 中国 人见 过 
0   而且 药物 是 终身 服用 不 存在 治好 的 说法 
1   年轻人 的确 爱 古风 
1   振聋发聩 有着 深刻 的 警示 意义 
0   就 离谱 哈哈哈 那 你 不乱 滑 ning 不要 看 奇奇怪怪 的 小说 
0   在 等 结果 三四点 才 出来 估计 应该 问题 不 大 
1   今天 社会主义 中国 巍然屹立 在 世界 东方 
1   用 生命 和 热血 铸就 了 伟大 长征 精神 
1   但 就是 离不开 哄娃 神器 成 了 很多 家长 的 无奈 心声 和 现实 选择 
1   对 传统 文化 的 传承 更 看到 了 家国 情怀 与 时代 担当 
0   以及 你 今天 单词 没背 还好 卡打 的 是 7.20 的 
0   这 就是 Java 
0   有 16 个人 书签 * 20 
0   刚刚 在 寝室 玩 剧本 杀 当 两个 或 以上 的 人 了解 同一个 事实 
0   我 差不多 七号 也 发钱 了 一周 应该 还过得去 
0   突然 觉得 自己 购物车 不 大 对劲 
0   又 热 又 困 教室 图书馆 空调 开得 太 暖和 了 
1   3 无论 何时 关于 孩子 的 话题 总是 格外 引人关注 
0   农业 多功能 小车 的 我 还 没想 好 
0   我爹 只 给 我 了 1000 直接 把 我 昨天 侵吞 的 150 块 赔 进去 了 
0   修 不了 硬件 坏 了 穿 高跟鞋 走 了 小 半天 
0   我 哪里 不 知道 这些 技巧 我 只是 没 办法 付出 行动 
1   我们 用 微笑 回馈 他们 的 付出 感谢 他们 的 奉献 与 爱心 
1   在 这个 递进 的 发展 过程 中 有 多少 枪林弹雨 的 战斗 
1   40 多年 来 从 东方 风来 满眼 春到 神州 万千 碧波 涌 
0   写 程序 学 计算机 语言 然后 去 大厂 
0   你 准备 熬夜 等 成绩 吗 顺便 等 一下 成绩 
0   等 我 拿到 了 我 再 通知 你 是 4 路车 可以 到 的 地方 吗 
1   简简单单 的 一次 挥手 一个 微笑 在 怀念 中 
1   工厂 遍地 机器 轰鸣 高楼大厦 矗立 于 城乡 
1   面向 经济 主战场 面向 国家 重大 需求 
0   你 过早 没 啊 我 快 到 了 还有 四五 站 ( ) 
0   以前 看 刘慈欣 的 书 都 是 在 微信 读书 白 嫖 的 
0   因为 全是 网上 copy 的 理工 学生 
0   我 也 做不了 什么 可能 把 已经 做 出来 功绩 的 前辈 们 打下 的 江山 搞 得 越来越 糟 
0   我 迎来 了 第一节 专业 必修课 : 计算机科学 导论 
1   只是 现实 的 冰山一角 
1   实现 中华民族 伟大 复兴 
1   一封 录取 通知书 一份 高校 与 新生 的 
1   并且 乐在其中 
1   鼓舞 和 激励 着 代代 中华儿女 
0   已经 坏掉 了 捏 阿权 又 在 code 啊 
1   为 救 老人 23 岁 的 消防员 毫不 犹疑 地 跳进 了 冰窟 
1   今天 我们 关注 的 主角 是 他们 城市 美容师 
1   来自 各行各业 
0   支付 金币 就 可以 参加 只要 输 三次 就 失败 
0   准备 辩论赛 准备 得 好 难受 完全 ➕ 解决不了 核心 问题 
0   睡 回笼觉 去 了 有没有 什么 推荐 的 书 
1   是 历史 文化 之美 
1   守护 这片 美丽 国土 的 人 每日 却 在 挑战 着 生存 的 极限 
0   让 人 感到 很 恶心 有 一种 被 冒犯 的 感觉 
0   帅哥 变成 石头 了 我 去 谁 要 猫猫 
0   嗯 是 生成 了 但是 一眼 都 不想 看 的 类型 
0   早上 十点 起床 墨迹 了 一会儿 吃饭 
0   你 有没有 学 计算机 过 网络 的 相关 知识 277 
0   这个 课好 无聊 上 了 十分钟 有点 想 死 了 
1   不由 想起 那个 战火纷飞 的 年代 
1   那天 微博上 有人 发起 了 一个 话题 
1   徐可 从 一叶 红船 到 巍巍 巨轮 从 星星之火 到 燎原之势 
0   不过 有 这个 先例 之后 其他 学校 寻求 校外 资金 支持 的 路 应该 基本上 就断 了 吧 
1   提起 抗洪 那句 人 在 堤 在 堤亡 人亡 
0   所以 我 习惯性 的 就 夸 了 可能 是 我 听说 他 是 男 的 之后 就 没有 立刻 变得 冷漠 
1   的 成功 密码 信仰 二字跃 然而 出 
0   睡醒 了 爽 了 好像 又 做 了 啥 梦 但 不 记得 了 
0   bing 插件 真的 好用 嗷 想 起来 了 你 是 mac 
1   难免会 冲击 原住民 的 正常 生活 
1   破解 一票 难求 关键 是 要 以 更 宽 的 视野 
1   但 值得注意 的 是 随着 互联网 的 普及 以及 适 老化 改造 的 逐步 深入 
0   因为 她 让 你 加油 你 又 急 了 
0   东部 和 西部 嗯 … … … … … … 
1   无 地面 标识 无 指挥 引导 的 情况 下 
1   她 用 治愈 的 笑容 告诉 我们 乐观 
1   新 发展 给 我们 的 文化 自信 打下 了 最 深厚 的 历史 根基 
0   教 文言文 和 诗歌 鉴赏 别当 廉价 劳动力 呀 阿 sir 
1   铺满 红叶 的 香山 还有 暖色调 的 老 北京 胡同 随手 一拍 都 是 朋友圈 摄影 大赛 冠军 
1   不少 教师 产生 畏难情绪 在 志愿 参与 的 前提 下 
1   对 很多 考研 人 而言 考研 不 只是 一种 学历 上 的 提升 
0   三局 是 我 和 他 联机 的 钻石 还 不 满足 吗 
0   隔壁 银泰 创意 城 已经 因为 有 阳性 经过 封 了 
0   方式 不同 这个 我 记得 好像 在 哪里 看到 过 
1   长红 更 不易 
1   为此 他 冥思苦想 长 达 半年 
0   除了 开头 的 图片 都 看不懂 我 觉得 我 设计 的 东西 也 没 那么 丑 了 
0   你 输入 一个 域名 然后 一些 叫 URL 的 公司 在 服务器 里面 寻找 它 对应 的 IP地址 
0   但 我 每天 中午 困 了 就 睡 ( 
0   你 这 想要 的 东西 还 不少 啊 当然 是 你 预算 比较 低 我 就 给 你 报点 便宜 的 
1   也 标记 着 旱 塬 百姓 改换 山河 
0   一般 又 用不上 还是 人太多 暑假 宿舍 没人 的 时候 拿 网线 能干 到 100mb / s 
0   看不懂 但 花花绿绿 规规 整整 的 东西 一定 很 厉害 
0   然后 开始 刷夜 进入 预备 睡觉 状态 
1   点亮 了 无数个 梦想 和 未来 
0   我要 廉价 的 情绪 价值 两个 商业 公司 
1   到 决战 决胜 脱贫 攻坚 一个 都 不能 少 
0   目前 正是如此 未来 我们 且 行且 看吧 
0   但 我 觉得 很 好看 就存 了 我 在 地铁站 了 
1   这是 真正 的 内功 
1   让 每 一位 网民 都 感受 到 网络 的 清朗 
0   是 什么 做 笔记 的 软件 评估 一 下去 武大 看 樱花 的 可行性 
1   抗击 非典 精神 那 一年 我们 体会 到 了 什么 是 万众一心 
0   男性 比 女性 获得 了 更 多 的 鼓励 
1   极 简风 ; 一些 App 增设 了 语音 助手 
0   在 体格 方面 男性 平均水平 是 高于 女性 的 
0   滴 现充 卡 全 中国 的 大学 似乎 涌起 了 一股 广场 舞 浪潮 
0   班长 这 三天 一直 在 打卡 各种 酒吧 
0   这样 就 相当于 吃 了 武汉 两天 温度 从 35 ° + 降到 了 15 ° 
1   如何 平衡 义务教育 学校 教师 放假 需求 和 带 托管 班 的 工作 任务 
1   解放 西藏 的 序幕 
0   就是 用 电脑 看 的 左上角 可以 开 音乐 
0   我 仍 不能 释怀 的 是 我 的 虚无 
0   思 维 啊 这个 段子 我见 过 哈哈哈哈 
0   那 我 还是 吃 双吉 晚上 和 舍友 去 看 电影 力 
1   愿望 清单 依然 丰富 希望 疫情 早点 过去 逢 考必过 拥有 一份 令人 心动 的 offer 少 加班 
1   提出 民族 民权 民生 的 三民主义 政治纲领 
0   还是 要 多 为 自己 考虑 考虑 嘛 
0   这个 虽然 很甜 太甜 了 但是 也 没 那么 腻 
0   希望 床 没事 科幻 作为 一种 文学作品 的 价值 
0   好像 是 全院 最高 挂科 的 课 了 
1   这是 中国 人民 的 伟大光荣 是 中国共产党 的 伟大光荣 
0   剔除 oooo 就 基本上 啥 也 不 剩 了 
0   声音 太 好听 了 我 一边 听课 没什么 不对劲 的 
0   群里 聊得 太乱 了 语速 太快 然后 哥们 思维 又 迟钝 
1   此外 家庭 学校 及 社会各界 应 加大 普法 和 安全 教育 警示 的 力度 
1   张 妈妈 一样 坚守 奉献 的 人 还有 很多 
0   没有 更 激烈 的 主张 他们 总 连平 和 的 改革 也 不肯 行 
1   2008 年 歌唱祖国 唱响 在 北京 奥运会 开幕式 上空 
0   我 明年 再报 吧 啊 熟悉 的 界面 
0   看 猫猫 [ emoji : 307 ] [ emoji : 307 ] 
0   其他 的 随便 你 有点 好笑 嘴上 说 着 不想 伤害 任何人 
1   第三张 海报 主题 是 为 你 战斗 
0   希望 面试 通过 我 买 了 个 服务器 买 了 个 域名 277 
1   实现 高质量 发展 是 适应 我国 社会 主要矛盾 变化 和 全面 建设 社会主义 现代化 国家 的 必然 要求 
0   请 注意 你 的 用词 同志 啥 小资 作风 
0   不 从 价值 判断 上 看 只 看 现象 和 其 原因 
