label   text_a
0   你 在 干什么 这是 我们 班 的 我 以为 你 要 带 我 
1   发挥 用人 主体 在 人才培养 引进 使用 中 的 积极 作用 
1   一些 学校 在 奖学金 出国 交流 补贴 补助 等 方面 把 
0   今晚 看不完 就 睡大觉 在 图书馆 准备 刷夜 捏 
1   51.9% 40.2% 以新 产业 新 业态 新 模式 为 代表 的 新 动能 成长 壮大 
1   每颗 努力 的 种子 都 会 结出 美丽 的 果实 
1   既然 知道 前面 是 坑 当然 不能 再 被 那些 刻意 制造 的 
1   突围 时 陈树 湘 不幸 被俘 他 撕开 腹部 伤口 
0   也 不 懂 为什么 没有 S M 码 了 
1   现场 预约 窗口 关闭 等 问题 突出 
0   这条 是 十一点 发 的 没 说谎 呢 
1   尊重 理解 关心 在 各地 传递 着 
1   其中 三分之一 的 婴幼儿 家庭 有 较 强烈 的 托育 服务 需求 
0   五点钟 睡觉 主播 哪 国人 
0   这些 我 都 看 了 所以 这 里面 有 啥 观点 
1   惨烈 的 作战 更 使 抗联 部队 从 最多时 三万多 人 锐减 到 最少 时 不足 两千人 
0   网上 的 纯素 食品 都 好 贵 有时候 纯素 比 肉食 更加 烧钱 
0   我 自己 也 觉得 讲 不 清楚 混 一下 得 了 
0   他们 给 我 的 PPT : 第一面 标题 : 科学 是 什么 
1   因为 有 科学 的 理论 去 指导 科学 的 理论 是 什么 
1   我 就 想 试试 他们 到底 能 不能 做成 
0   remote desktop for mac / distribution _ groups / all 
1   我们 深切 地 感受 到 心有 大 我 
0   祝愿 各位 学子 考试 顺利 金榜题名 
1   注入 一滴水 成就 一片 江海 
0   先 往后 学 慢慢 就 记住 了 吧 元素 周期表 我 都 是 傻读 傻记 
0   不能 再 肆无忌惮 地 熬夜 了 好 打游戏 去 咯 
0   有没有 什么 可以 送给 小 女孩子 的 礼物 呀 
1   国家 乡村 振兴 局 牌子 挂出 
1   如何 平衡 义务教育 学校 教师 放假 需求 和 带 托管 班 的 工作 任务 
0   要 听 的话 打开 那个 index . html 
1   跳伞 射击 航空 模型 4 项 世界纪录 
0   然后 就 看 不动 了 开摆 了 已经 
1   4 近年来 一种 名为 时间 银行 的 互助 养老 服务 形式 正在 多地 兴起 
0   2022 06 11 15 : 43 : 12 ----- 我 
1   哪里 需求 旺盛 哪里 就 有 
1   三位 值班人员 在 接下来 的 两分钟 内 
0   我 再 原神 群里 一直 积极 拥护 原神 呀 
1   不过 随着 影视业 的 发展 除了 文字 资料 
1   开展 常态 化 整治 
1   颜值 在线 内容 走心 这些年来 
1   绕道 醴陵 看望 左权 的 母亲 
1   那场 发生 在 71 年前 的 战役 到底 有 多 惨烈 
0   debug 完 了 大概 知道 问题 出 在 哪里 了 
0   睡过 了 麻 发现 概率论 的 难点 在 高数 
0   共产主义 的 理想 路 漫漫 能 看 出来 彼此 的 处境 
0   不 确定 能 不能 搞定 希望 周日 爆肝 一天 可以 搞定 8 
1   艰难 方显 勇毅 磨砺 始得 玉成 
1   也 是 另 一段 征程 的 开启 
1   纵使 与 惊险 相伴 逆 行者 们 也 沉着 冷静 
0   好像 挺 不道德 看 了 之后 记得 忘掉 啊 
1   科学 的 思想 理论 总 能够 指引 人们 廓清 思想 迷雾 
1   晚年 他 坐 着 轮椅 走遍 了 祖国 的 山山水水 
0   已经 三点 半 了 嗯 上 早 八 了 
0   本来 和 我 爸妈 说 今天 中午 回家 
1   环境 等 方面 的 要求 日益增长 这 就要 在 全过程 人民 民主 理论指导 下 
0   不如 原神 … … 不过 成年人 的 adsd 特别 难治 
1   200 多户 没落 一家 
0   好 严谨 的 半 圆盘 就是 有点 土 黄土 黄 的 
1   聚会 孩子 无聊 拿出 手机 让 孩子 打游戏 
0   服务器 原来 是 用 买 的 嘛 等 我 网站 搭建 好 了 就 把 网址 发 你 
1   比如 在 早起 的 清晨 插 一 盆花 
1   却 在 网上 发布 所谓 救援 指导 误导 受灾 同胞 自救 
1   我 仍 报之以 歌 的 不屈 和 奋斗 
1   不信 你 试试看 
0   猴子 吃 香蕉 这是 卷子 上面 的 题 
0   已经 吃 完 了 那 我 干脆 洗洗 睡 
1   图为 吃货 奶奶 发布 的 视频 截图 
0   谁 不 ○ 谁 就 失去 了 在 未来 占有 一席之地 的 机会 
0   高数 大英 明天 有课 我 现在 高数 写 了 一半 
1   在 新 时代 新 征程 上 要 坚持 走 中国 特色 国家 安全 道路 
1   守信 光荣 失信 可耻 的 社会风尚 合力 托起 一个 讲信修睦 
0   你 该 怎么办 我 没有 要 pua 你 的 意思 
0   哎 一般 人 震撼 的 还是 如果 就事论事 的话 
0   What ' s up 你 这 火苗 子 是 金 做 的 还是 火 芯子 是 金 做 的 啊 
1   要 坚持 多谋 民生 之 利 多解 民生 之忧 
0   气 的 我 要 发 流汗 黄豆 了 首先 
0   只是 工作 而已 人家 也 不 care 队友 是 谁 
0   也 不 知道 考试 周开 不 开放 在家 待 两个 月 
1   开幕式 上 中国 灿烂 古代 文化 演绎 
1   各行各业 都 需要 不计得失 的 付出 
0   我 知道 武大 有 但是 北外 居然 没有 
0   一股 子 营销 号 的 味道 我 不好 说 
0   感觉 攒钱 有望 啊 攒钱 买 cos 
1   还 复制 了 一家 三代 的 追求 
0   口 嗨 两个 字 可 太 狡猾 了 真的 把 我 笑 的 
0   谢邀 还 没 睡着 前 几天 每天 睡 十几个 小时 
0   在 路口 伤心 需要 录屏 吗 算了 还是 录 一下 吧 
0   舍友 还 跑步 啊 
0   挺快 的 正式 内容 就 一个 小时 多一点 
0   上课 也 全线 上 了 在 这 上 不如 回家 睡大床 
0   对不起 还 蛮 好玩 的 这 是 你 辅导 的 小孩 
1   9 月 12 日 上午 一场 生命 接力 
0   太阳 肯定 西 落 ) 世界 上 不止 有 两个 傻瓜 啊 
0   不过 做 ppt 还行 你 的 演讲 才能 应该 很 不错 才 对 啊 
0   开头 讲讲 你 的 名字 你 得 让 别人 记住 你 
1   既 重视 发展 问题 又 重视 安全 问题 
0   我 还 打算 跟 你 一起 在 北华 街上 车 
1   把 激情 和 汗水 留在 全运 舞台 把 健康 和 快乐 洒向 生活 赛场 
1   器官 捐献 为 生命 按下 了 重启 键 
1   翻阅 中国 网 事 · 感动 2021 
0   百度 就是 不 把 贴 吧 nga 的 讨论 放在 前 几面 
1   我们 当时 看 的 时候 真是 高兴 啊 
0   pwj 的 寄托 是 大致 上 看起来 
0   那 就 躺 着 硬 发呆 发到 两点 如果 我 十二点 没说 我 睡不着 
1   哪 一段路 都 很 难 走 
0   刚刚 他们 说 什么 我能 看 吗 有没有 聊天记录 不得 外传 的 规定 
0   别 把 哥们 当 小朋友 啊 喂 是 你 自己 说 小猪 的 
0   我 在 上 人文 导引 课 在 讲 苏格拉底 
1   涌水 涌沙 塌方 变形 等 一系列 地质 难题 是 引洮 必然 面对 的 
0   没勾 完 懒得 勾 下午 送出去 了 还 剩 一大 盆 毛线 没用 上 
0   应该 不会 出 什么 问题 吧 我 下次 少聊 一点 
1   炎炎 烈日 挡不住 游客 出行 的 脚步 
1   让 农民 成为 有 吸引力 的 职业 让 农村 成为 安居乐业 的 家园 
1   40 多 年初 心不渝 
1   14 载 顽强 抗争 千千万万 英雄 儿女 用 生命 和 鲜血 谱写 了 中华民族 历史 上 抵御外侮 的 伟大 篇章 
0   事 做 得 稍 多 了 些 相关 技能 也 稍 熟练 了 些 
0   我 戴 了 四十分钟 美瞳 终于 戴进去 了 
0   我 太 依赖 别人 了 所以 劝 你 强行 和 别人 剥离 
1   为 实现 中国式 现代化 提供 更 多 
0   我 八月 十九 开学 不过 就 在 武汉 
0   反正 都 差不多 ) 是 搞 一个 手机软件 的 开发 … … 
0   等 上课 之后 就 知道 要 买 什么 课本 了 
1   明确 把 网络 公益事业 网络 公益 工程 
1   哪怕 付出 远 超常 人 的 努力 也 要 证明 自己 
1   最美 的 劳动者 
0   你 自己 难道 不 这么 想 吗 确实 
0   我 晚饭 吃 的 是 麦片 出来 吃个 馄饨 都 要 带 瓶 水 
1   逐步 使 农村 具备 基本 现代 生活 条件 
0   这群人 在 知乎 实名 开喷 的 武大 的 自由民主 传统 ( ) 
0   我 怎么 觉得 减员 这词 这么 怪 呢 
1   日复一日 的 坚持 下 享受 乐趣 增强体质 
1   的 极端 状况 对立 制约 已成 家常便饭 
0   这 几天 就是 学校 在 瞎 嚯 嚯 支持 瞎 霍霍 
0   Shut the fuck up 和 我 无关 
0   可能 看起来 很 幼稚 的 正义感 也 不是 说 不 打拳 就 不 正义 
1   不少 人 认识 这位 著名 考古学家 是 在 六七年 前 
0   形成 6 ^ 3 种 组合 再 从 这些 组合 里面 选取 满足 
1   青年 运动员 们 奋力拼搏 书写 了 勇于 挑战 
1   内容 上 的 整体性 党政部门 的 协同 性 
0   我 的 词典 软件 又 失效 了 自动 取词 又 失灵 了 
0   登 一下 网站 噢 ~ 账号 mayun 
0   过 五六天 又 复习 一遍 根据 遗忘曲线 来 的 
0   明天 早八 俺 先 睡 了 你 这 … … 好 棘手 
0   看得出来 校团委 很 赶 这 名字 码得 
0   243243 我 还 以为 去逛 博物馆 啥 的 
0   想不到 吧 我 还 没 睡 是 这样 的 
0   无线耳机 啊 那 没事 了 我 还 以为 是 有线 的 
1   那 一段路 崎岖 坎坷 赤诚 守护 为 一片 海 冰冷 刺骨 绝不 退步 一封信 一人 独行 将 爱 托付
1   他们 找到 了 青蒿素 将 它 送给 了 全世界 
1   光荣 属于 伟大 的 祖国 成绩 属于 全体 航天 人 ! 
0   v 我 一瓶 不是 本来 想 抱 着 一板 直接 喝 的 
1   红军 以 永不磨灭 的 精神 意志 谱写 新 的 辉煌 篇章 
1   为什么 很多 师范生 毕业 后 不 愿意 当 老师 呢 
0   表现 为 写 完 一个 笔尖 就 在 空中 转 两个 圈 
1   一起 跃入 人 海   做 一朵 奔涌 的 浪花 
0   有 一种 卢浮宫 的 艺术 美感 要 删 好友 随意 
1   一个 成熟 的 社会 对 人才 的 评价 标准 是 多维 的 
0   国 企事业 单位 还好 说 民企 那 真是 … … 
0   那 我 这点 小 花花肠子 真的 玩 不过 她 
0   反正 我 现在 连 高一 题 都 不 知道 了 
1   制作 技艺 并 在 网上 分享 教程 捕获 了 一大批 粉丝 
0   正 处于 一 下午 没课 状态 我下 下周 才 开始 上课 
1   让 老百姓 吃得饱 吃 得 好 吃 得 更 放心 
1   打动 了 很多 网民 
0   不改 了 不会 再点 了 还有 两分钟 下课 
0   反正 闲着 也 是 闲着 不如 花 点 冤枉钱 找个 教训 
0   辱骂 思修 一整天 笑 死 还 没 开始 背 
0   像 那种 直接 否定 技术 本身 的 才 是 极端 吧 
1   当 一颗 心 温暖 了 另 一颗 心 那么 另 一颗 心 就 可能 去 温暖 更 多 的 心 
0   [ 混合 消息 ] 好家伙 我怕 我妹 直接 说好 丑 261 
0   那 你 穿 校服 无 慈悲 毕竟 等价 于 一个 星期 饭钱 
0   因为 原型 的 那个 被 拐卖 的 女性 就是 懂 英文 的 
0   国风 的 ppt 其实 很土 只有 1v1 
0   还有 一点 很 现实 的 原因 因为 他们 不 纳税 
0   会 说话 的 猫猫 是 好吃 的 吗 dna 一跳 
1   全力以赴 终于 梦圆 
0   给 下 一任 主编 什么 启发 又 给 普通 成员 什么 启发 
1   N 倍 的 喜悦 
0   可惜 和 专业课 冲突 了 不得不 退课 了 
1   读懂 一票 难求 破解 一票 难求 
0   为什么 要 过 美国 的 国庆节 没 那个 厚护甲 
0   计算机 西电 可以 但是 我 担心 以后 太卷 了 又 后悔 
1   4 图片 中 的 场景 是 一堂 物理课 
0   五 南京 / 成都 / 西安 真的 就 比 留在 武汉 
0   分流 之后 不 就 只会 那 一小块 区域 
1   各项 数据 显示 五一 期间 人们 出游 热情高涨 
0   输入法 的 联想 词 草泥马 明天 还要 做 他 妈 b 的 核酸 
0   男女生 来 就是 对立 的 吗 特别 是 我 
1   今年 高考 北京 卷 作文 有 
0   今天下午 学院 开 了 一个 积极 心理学 的 讲座 
1   在 领奖台 上 由于 其他 两位 获奖者 坐在 轮椅 上 
0   我 做 的 对 吗 我 给 网友 点 孤寡 青蛙 
1   一刻钟 便民 生活圈 看到 这些 字眼 
0   256G … … 希望 你 剪 视频 内存 够用 吧 
1   一个个 凡人 善举 如同 点点 微光 汇成 爱 的 星河 
1   也 不断 刷新 着 人类 梦想 的 边界 
1   文化 的 力量 很大 程度 上 取决于 蕴含 其中 的 核心 价值观 的 力量 
0   王三金 631 你 知道 的 好多 一 晚上 不 睡觉 的话 
0   现在 可以 给 你 推荐 最后 一篇 中国 人 的 论文 
0   而是 在 想 该 如何 做好 主编 
1   踏上 全面 建设 社会主义 现代化 国家 新 征程 
0   一个 听 起来 很 简单 实际上 很 麻烦 的 代表 … … 
0   指定 自己 学院 出 的 教材 是 课程 需要 
0   她 说 是 上午 9 点 那 就 带 我 一个 吧 
0   甩锅 给 别人 的 … … 外面 下雨 了 
1   此行 无畏 去路 只管 风雨兼程 每个 人 都 是 生活 的 主角 
0   你 可以 徒步 回来 骑 自行车 吧 在 别人 车上 rua 到 了 白色 小狗 勾 
0   然后 我 就 睡 过 了 赶 去 教室 交 作业 ing 
1   更加 尊老敬老 弘扬 好 中华民族 传统美德 
0   我 没有 预设 我 的 立场 我 的 立场 是 没有 立场 
1   一场 台风 让 庄稼 全 趴下 了 大型 机械 用不上 
0   [ emoji : 318 ] [ emoji : 318 ] 
1   这 双手 是 张 妈妈 将 全部 心血 倾注 在 教育 事业 上 的 生动 注脚 
0   我 真不知道 如果 换 我 遇到 这些 问题 
0   会 单独 体现 在 你 身上 但 我 希望 我 有 特权 
1   要 围绕 进 字 做文章 不断 激活 发展 活力 
0   我们 班 十个 武大 十一个 华科 口腔医学 ➕ 临床医学 一共 10 个人 
0   * 弹 琵琶 * 我 确实 dont understand 
1   结识 三五个 知己 好友 是 美好 不期而遇 的 温暖 恰到好处 的 幸福 是 美好 与 同伴 披荆斩棘 
0   夏天 真是 令人困倦 呐 学校 出来 了 
1   看到 他们 仿佛 看到 了 梦想 希望 
0   我 奶奶 和 我 妈 主张 我 趁着 没 去 北京 
1   的 卫星 乐器 装置 并 计划 在 2022 年 发射 
1   创新 是 第一 动力 
0   是不是 很 贵 云 服务器 就是 别人 机房 里 的 大 电脑 
0   ⼦ ⼩ ⼲ ⼝ ⼨ 你 未来 的 就业 方向 
0   晚上 有课 合同法 和 刑诉 的 作业 还 没 写 完 
1   经济 文化 社会 科技 网络 生态 资源 
0   直接 给 企业 吗 
1   生活 万种风情 因为 过 它 的 人 有趣 
0   陪 奶奶 多住 一段时间 继续 看鸡 打架 
1   也 有人 学习 的 动机 可能 只是 为了 跟 自己 的 孩子 
0   我 去 还 真是 核武器 加肠 这 是不是 致敬 星际 穿越 啊 
0   你 想 怎么办 
0   ur heart 在 往回 坐 了 有 那么 一点点 憨 憨 
0   也 不是 非要 蹭 热度 不如 和 我 一起 搞 机器 学习 在 法学 中 的 应用 ( bushi ) 
0   找 找 我 之前 截图 了 的 磨 了 喉结 
0   虽然 我 对 大多数 人 的 聊天 也 都 是 
1   这是 筑路 工人 在 修建 青藏铁路 时 使用 过 的 装备 
0   这 我 还 真 懂 抢劫 的 是 普通人 
1   当 全球 目光 再度 聚焦 中国 北京 的 时候 
1   宋燕 倒计时 100 天 
0   最后 一场 了 考完 就是 胜利 303030 
1   载人 航天 精神 星辰 大海 永不 止步 
0   为什么 不是 大自鬼 
1   转向 好不好 从 量 的 积累 转向 质 的 飞跃 
0   就是 一次 在 天安门 1989 还是 90 的 事 
0   晚上 王者 3V4 高强度 高耗 脑地 打游戏 
0   我 没 他 的 微信 武带 的 一个 活动 277 
0   我 理解 的 虚无 是 追求 无 意义 
0   现在 的 截图 里 把 其他人 的话 都 抹 了 
0   打着 伞 散步 ✓ 你 不 说 我 都 忘 了 你 在 军训 
1   比如 让 放票 时间 预约 方式 更 科学 
0   这 不 都 是 资本 对 底层 男性 得 剥削 
1   一个个 现代 小 工厂 在 农村土地 上 拔地而起 
0   我 对不起 教室 里 的 所有人 看 完 人工智能 导论 1k 多面 的 PPT 
1   原来 冰哥 当年 也 曾 得到 一位 好心 大哥 的 帮助 
1   太空 有多美 就 有 多 危险 而 宇宙 的 探索 
0   刚到 新路 村 你 再 吃 一份 吧 我 也 没 过早 
0   # 武汉大学 校内 交通 推动 人类 社会 进步 
0   一点钟 之前 睡 吧 十二点 半左右 就 能 睡 
0   只要 我 不 打开 淘宝 我 就 没有 需求 
1   平台 责任 的 履行 不是 封 几个 号 
0   这 一切 真的 值得 吗 我要 和 美丽 校友 畅游 校园 了 
0   2014 年 11 月 28 日 山东省 高级人民法院 对 上诉人 张帆 
1   出舱 过程 中 太空 出差 三人 组说 的 这段 
0   非 这是 互联网 的 传统 艺能 了 圈子 鄙视 链 
0   受 这个 启发 我 不 愿意 参与 这种 抽象 活 
1   图为 陈慧 生活照 比如 曾经 火出 圈 的 
0   应该 让 资本家 付出代价 而 不是 我们 
1   3 每 一个 人 都 会 走向 老年 关心 独居 老人 的 现在 
0   想 去 上海 外国语 或者 北京 外国语 
0   我 可以 随便 打 哪个 上面 8 抢 到 再说 哈 
1   孩子 上网 课 需要 手机 我 不 知道 他 拿 手机 看 直播 还 打赏 
0   是不是 很 简单 人工智能 在 学 我 ing 
0   真的 能 胜任 吗 
1   抛弃 那 无尽 的 宝藏 流浪 
1   适合 栽种 的 树木 也 各不相同 
1   中国 有句 老话 反常 即 为 妖 
0   tg 也 是 教师 家庭 但是 她 的 人生 是不是 像 cjj 说 的 那么 精彩 
1   家长 学生 自愿 参加 原则 面向 有 需要 的 学生 提供 暑期 托管 服务 
1   绕开 监管 的 情况 行政 主管部门 也 要 督促 游戏 平台 把 人脸识别 机制 落实 到位 
0   武 大 课 桌 woc 我 这 才 知道 我 来到 了 武大 著名 地点 
1   纪念 抗战 胜利 70 周年 阅兵式 
1   哥哥 老兵 正值 壮年 成熟 稳重 作战经验 丰富 
0   懂 了 计算机 基础 不 应该 是 讲 什么 计算机 的 起源 
1   我 是 卖报 的 小 行家 不 等 天明 去 等 派 报 
0   可 我 只能 在 网上 抢 1 / 20 甚至 1 / 50 概率 的 票 
1   身边 停着 一辆 自行车 
1   第三 经过 党 的 十八 大 以来 的 持续 奋斗 
1   学生 们 秒 变迷弟 迷妹 
1   在 国家 需要 核能 时 王大中 毅然 选择 了 核反应堆 专业 
0   为什么 一个 77 一个 90 应该 是因为 高数 很 难 
1   这样 的 暖心 值得 被 感谢 
1   至今 依然 是 青年 们 最 励志 最具 正 能量 的 
1   他 曾 说 唯一 希望 的 就是 祖国 繁荣昌盛 
0   而且 我 揉 眼睛 会 把 刚刚 抹上去 的 眼霜 揉 掉 
0   最近 我 好 咸鱼 [ emoji : 312 ] [ emoji : 312 ] 
0   过 几天 去 买个 软乎乎 的 抱 枕 可能 就 好 了 
0   我 也 是 两个 小时 前 说 困 了 
0   然后 睡觉 只要 不是 晚上 睡 到 现在 
1   容不得 半点 迟疑 
1   他们 与 记者 认真 分享 自己 的 考试 心得 
0   调整 作息 做到 了 早睡 还是 做 不到 早起 
1   还有 什么 危险 和 困难 是 我们 不能 克服 的 
1   由于 平日 里 她们 也 常 在 各自 的 社区 老年 模特 队 活动 
1   成员 平均年龄 74.5 岁 的 清华大学 上海 校友会 艺术团 带来 了 一曲 
1   这里 说 的 自然 是 尊重 自然规律 
0   十二点 睡 的 我 今天上午 不用 去 补课 
0   如果 被 抓 去 隔离 14 天 还是 蛮烦 的 
0   程善 进京 的 光策 十七岁 却是 大宏 最后 一个 太平 年 
1   但 由于 人多地少 我国 粮食 供求 中长期 仍 是 紧 平衡 态势 
0   去 了 江汉路 但是 是 没 吃饱 拎 着 泡面 回 宿舍 的 
1   路边 的 某棵 梧桐 或许 是 我们 与 朋友 相约 见面 的 
1   这位 7 岁 的 小女孩 因为 担心 海洋 动物 误 把 塑料袋 吃掉 
1   有人 走进 派出所 留下 1 万多块 钱 和 
1   左手 烟火 右手 诗意 
1   粮稳 天下 安 
0   好像 都 见 过 但是 都 不 认识 
1   从 扶贫 到 振兴 中国 开启 全面 推进 乡村 振兴 的 崭新 时代 
1   如果 窗帘 没有 被 拉开 志愿者 就 会 立即 前往 老人家 中 查看 询问 
1   我们 对 乌镇 时间 充满 期待 
0   哦 duinishibushizaifuxi 
0   这个 女人 有 一些 他 无法 理解 的 行为 
1   处处 一派 欣欣向荣 勃勃生机 
0   他们 在 贴 吧 里面 表露 明确 的 欲望 
0   我 忘 了 我 带 着 耳机 然后 就 嚎 出来 了 
0   寄 寄 寄 寄 寄 贝贝贝贝贝 报名 了 一个 什么 什么 小班 的 遴选 
0   玩 在 _____ 学在 _____ 我 现在 正在 赶回 whu 
1   这里 浸透 烈士 鲜血 革命 历史 遗址 
0   招办 应该 不会 乱 退 我 吧 应该 不会 吧 
0   你 他妈的 急 什么 有没有 可能 AI 绘画 我 也 没 太 搞 明白 
1   有 党中央 的 集中统一 领导 全党全国 人民 团结一心 
1   在 新 的 历史 起点 上 不断 增强 党 的 政治 领导力 
0   我 还 没 开始 笑 死 我 已经 十八 周 了 
0   不 绑 卡 没 办法 用 微信 我 之前 在 新闻 上 看到 了 
1   依靠 团结 战胜 前进 道路 上 一切 风险 挑战 
0   鞭 他 的 尸 我 接受 他 的 自 媒体 事业 自此 终结 的 事实 
0   + 一点点 利维坦 政治 光谱 图 都 给 我整 出来 了 
0   感谢 thank you 我 明明 用 的 是 普通话 识别 
1   在 暴雨 一线 坚守 的 荧光 绿 火焰 橙 
1   不 在 楼道 停放 电瓶车 防范 于 未 
1   我国 经济 发展 平衡性 协调性 可持续性 明显增强 
1   2 萌娃 的 萌 可 不止 是 外表 他们 内心 也 是 
1   因地制宜 发展 文化 娱乐 休闲 等 品质 提升 类 业态 
0   刚刚 表弟 在 写 作业 我 在 掺 瞌睡 
1   孩子 在 我 不知情 的 情况 下 
1   饱含 着 中华民族 自强不息 的 豪情壮志 
0   有 同学 问 我 为什么 没有 制定 什么 宏大 的 班级 目标 
1   也 是 我军 全部 价值 之 所在 
0   我 甚至 不想 考研 想 直接 本科 就业 了 
1   他 说 有些 老人 甚至 几十年 没 出过 山 
1   每个 人 都 是 生活 的 主角 每个 人 都 是 时代 的 主角 
1   中国 人民 始终 同 世界 各国 人民 团结合作 
1   我 的 家 在 北方 
0   我们 操作系统 老师 说 今年 没有 固定 教材 
1   老 陈 不是 孤军奋战 
0   江夏区 图书馆 277 六门 满绩 都 救 不了 我 的 大英 
0   一看 他 拿 了 瓶 可乐 我 马上 就 拿 出来 喝 了 一口 
1   成为 地球 红 飘带 上 的 生动 注脚 
0   至少 你 拖 着 不想 吃饭 的话 还有 人 给 带 
1   向着 幸福 的 康庄大道 阔步 前行 
0   中秋节 快乐 🌕 天涯共此时 世界 线 收束 
